2023-03-24 16:46:56;8,069,765,680;4,071,642,173;3,998,123,507;35,254,402;280,476;13,772,561;109,571;21,481,841;170,904
2023-03-24 16:47:17;8,069,765,747;4,071,642,207;3,998,123,540;35,254,505;280,579;13,772,601;109,612;21,481,904;170,968
